company_name,industry,job_title,experience_level,employment_type,posted_date,company_size,city,country,min_salary,max_salary,avg_salary,year,month,day_name,quarter,AWS,Azure,BigQuery,C++,CUDA,Excel,FastAPI,Flask,GCP,Hugging Face,KDB+,Keras,LangChain,MLflow,NumPy,Pandas,Power BI,PyTorch,Python,R,Reinforcement Learning,SQL,Scikit-learn,TensorFlow,skills_count
Parker Ltd,E-commerce,Data Analyst,Mid,Internship,2024-09-22,Startup,West Amandafort,Argentina,117423.0,185384.0,151403.5,2024,September,Sunday,Q3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,7
"Montes, Graham and Leach",Healthcare,Data Scientist,Entry,Contract,2025-02-04,Startup,Lake Michelle,Switzerland,82983.0,154304.0,118643.5,2025,February,Tuesday,Q1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,7
"King, Stevens and Schmidt",Education,ML Engineer,Senior,Internship,2024-06-04,Large,Donnaton,Andorra,44946.0,127238.0,86092.0,2024,June,Tuesday,Q2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,1,1,8
Barron-Zuniga,Tech,Data Analyst,Senior,Remote,2025-03-25,Large,Stevenstad,Sudan,138174.0,196751.0,167462.5,2025,March,Tuesday,Q1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4
"Caldwell, Silva and Edwards",Tech,NLP Engineer,Entry,Internship,2024-12-12,Mid,Lake Keith,Romania,141056.0,174505.0,157780.5,2024,December,Thursday,Q4,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,5
Bell and Sons,Retail,NLP Engineer,Mid,Full-time,2023-12-14,Startup,Lake Kathy,Croatia,56727.0,128729.0,92728.0,2023,December,Thursday,Q4,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,6
Lee Inc,E-commerce,AI Researcher,Mid,Internship,2025-04-23,Startup,Allenchester,Nicaragua,118148.0,188104.0,153126.0,2025,April,Wednesday,Q2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,4
Schroeder Group,Education,AI Researcher,Entry,Contract,2024-04-26,Large,East Kevinfurt,Cyprus,139066.0,166070.0,152568.0,2024,April,Friday,Q2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,5
Fields PLC,Automotive,Data Scientist,Mid,Full-time,2024-10-24,Large,South Bethhaven,Bhutan,108653.0,184973.0,146813.0,2024,October,Thursday,Q4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,5
"Hawkins, Holland and Peters",Healthcare,Computer Vision Engineer,Entry,Internship,2024-03-10,Mid,Lake Nicoleberg,Micronesia,89361.0,142061.0,115711.0,2024,March,Sunday,Q1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4
Robertson and Sons,Healthcare,ML Engineer,Entry,Contract,2025-07-24,Large,East Christine,Botswana,63877.0,154660.0,109268.5,2025,July,Thursday,Q3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,5
"Harrison, Marquez and Bailey",Healthcare,Data Scientist,Senior,Contract,2024-12-31,Startup,Nunezmouth,Uruguay,126539.0,221782.0,174160.5,2024,December,Tuesday,Q4,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,8
Chen-Erickson,Finance,Data Scientist,Senior,Internship,2024-12-06,Startup,Williamsmouth,Guatemala,148786.0,200150.0,174468.0,2024,December,Friday,Q4,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,7
Copeland-Mitchell,Finance,ML Engineer,Entry,Remote,2024-08-13,Large,Bradleyport,Argentina,119811.0,192662.0,156236.5,2024,August,Tuesday,Q3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,7
"Marsh, Foster and Taylor",Retail,Quant Researcher,Entry,Contract,2024-01-03,Large,Kathyside,Slovakia,81526.0,98544.0,90035.0,2024,January,Wednesday,Q1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,5
Benson PLC,Healthcare,AI Product Manager,Senior,Contract,2025-05-08,Startup,West Angelastad,Fiji,121033.0,138940.0,129986.5,2025,May,Thursday,Q2,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,7
"Williams, Thomas and Mueller",Education,Data Analyst,Mid,Internship,2024-07-29,Startup,New Stacybury,Uzbekistan,72934.0,95192.0,84063.0,2024,July,Monday,Q3,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,7
"Bartlett, Hodge and Jones",Tech,Quant Researcher,Mid,Full-time,2024-02-01,Startup,Lake Jordan,Grenada,44039.0,63263.0,53651.0,2024,February,Thursday,Q1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,7
Baldwin LLC,Healthcare,AI Product Manager,Entry,Remote,2025-03-14,Mid,Comptonstad,Ukraine,46970.0,125252.0,86111.0,2025,March,Friday,Q1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,8
Mcbride Inc,Tech,Computer Vision Engineer,Entry,Contract,2024-09-27,Mid,Lake Joshuabury,Lebanon,118416.0,199499.0,158957.5,2024,September,Friday,Q3,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,8
Colon LLC,E-commerce,AI Product Manager,Entry,Remote,2024-07-11,Startup,Lake Brian,Zambia,65640.0,83693.0,74666.5,2024,July,Thursday,Q3,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,9
"Ashley, Boone and Stein",Education,Computer Vision Engineer,Mid,Contract,2024-05-31,Large,Jasminville,Saudi Arabia,81177.0,94986.0,88081.5,2024,May,Friday,Q2,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,7
"Wilson, Taylor and Watts",Tech,Computer Vision Engineer,Mid,Internship,2024-12-16,Startup,Lake Edward,Ireland,103151.0,196428.0,149789.5,2024,December,Monday,Q4,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,6
Hodge-Fernandez,Automotive,Computer Vision Engineer,Entry,Internship,2023-12-08,Startup,New Alanville,Barbados,117069.0,178784.0,147926.5,2023,December,Friday,Q4,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,7
"Roman, Moody and Larson",Education,Data Analyst,Entry,Full-time,2024-05-29,Large,Port Alisonville,Austria,113673.0,155142.0,134407.5,2024,May,Wednesday,Q2,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
Waller-Buchanan,E-commerce,NLP Engineer,Senior,Full-time,2025-01-21,Startup,North Jonathan,Mongolia,138749.0,165833.0,152291.0,2025,January,Tuesday,Q1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,7
Lane-Vaughn,Finance,Quant Researcher,Entry,Remote,2025-01-09,Large,Maryville,Equatorial Guinea,100978.0,164897.0,132937.5,2025,January,Thursday,Q1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,7
"Shaffer, Jones and Weaver",Automotive,Data Scientist,Senior,Full-time,2025-07-17,Mid,Port Melissa,Kenya,108286.0,185587.0,146936.5,2025,July,Thursday,Q3,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5
Wilkinson Ltd,Finance,AI Researcher,Entry,Internship,2024-03-20,Startup,Port Sabrinaburgh,Kiribati,56159.0,125898.0,91028.5,2024,March,Wednesday,Q1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4
Gomez PLC,Retail,Data Scientist,Entry,Contract,2024-10-06,Startup,West Rhondabury,Spain,77346.0,131068.0,104207.0,2024,October,Sunday,Q4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3
Gray-Thompson,Finance,Computer Vision Engineer,Mid,Remote,2024-02-25,Mid,Jenniferfurt,Rwanda,50711.0,112317.0,81514.0,2024,February,Sunday,Q1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,6
"Rubio, Lutz and Sanders",E-commerce,AI Product Manager,Entry,Remote,2024-01-23,Large,Trevinobury,Israel,105715.0,122718.0,114216.5,2024,January,Tuesday,Q1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,5
Avila LLC,Retail,Data Scientist,Mid,Full-time,2024-05-08,Startup,North Dominicmouth,Malaysia,65347.0,115073.0,90210.0,2024,May,Wednesday,Q2,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,6
Phillips Inc,Education,NLP Engineer,Senior,Internship,2025-05-02,Mid,Davidberg,Eswatini,119430.0,197885.0,158657.5,2025,May,Friday,Q2,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,8
"Page, Mccoy and Walsh",Healthcare,Data Scientist,Mid,Remote,2023-12-06,Mid,Johnmouth,Guatemala,148872.0,221944.0,185408.0,2023,December,Wednesday,Q4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,4
Alvarado-Rhodes,E-commerce,Quant Researcher,Mid,Remote,2024-10-02,Mid,Danieltown,Solomon Islands,59784.0,116141.0,87962.5,2024,October,Wednesday,Q4,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
Green-Fleming,Healthcare,AI Product Manager,Senior,Full-time,2024-12-28,Startup,East Timothybury,Guatemala,100903.0,151186.0,126044.5,2024,December,Saturday,Q4,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,7
Miller-Walker,Education,Computer Vision Engineer,Mid,Full-time,2023-12-30,Large,East Martha,Samoa,101903.0,111989.0,106946.0,2023,December,Saturday,Q4,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,6
"Thomas, Mccarthy and King",Retail,ML Engineer,Entry,Contract,2023-11-12,Mid,New Christopherville,Uruguay,147468.0,228501.0,187984.5,2023,November,Sunday,Q4,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,7
"Smith, King and Miller",Finance,Computer Vision Engineer,Senior,Full-time,2024-04-24,Mid,East Joanna,Belarus,127777.0,214097.0,170937.0,2024,April,Wednesday,Q2,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,8
Mann PLC,Finance,AI Researcher,Senior,Remote,2024-08-03,Startup,Schwartzport,Lebanon,75757.0,96179.0,85968.0,2024,August,Saturday,Q3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,4
"Ellis, Wilson and Ochoa",Tech,AI Researcher,Mid,Internship,2024-10-08,Large,South Deborahfurt,Portugal,114948.0,190372.0,152660.0,2024,October,Tuesday,Q4,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,7
Quinn Ltd,Healthcare,Data Analyst,Entry,Remote,2025-03-10,Mid,Kellychester,Palau,77386.0,96514.0,86950.0,2025,March,Monday,Q1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4
Ward PLC,Finance,Data Analyst,Senior,Contract,2023-11-23,Mid,Tiffanyville,Moldova,69451.0,119444.0,94447.5,2023,November,Thursday,Q4,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,9
Grant Group,Retail,Data Scientist,Senior,Contract,2024-02-28,Mid,Lake Ann,Tonga,104456.0,117390.0,110923.0,2024,February,Wednesday,Q1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,6
Gomez and Sons,Retail,AI Researcher,Senior,Remote,2025-08-30,Mid,Hollyside,Nepal,148709.0,198017.0,173363.0,2025,August,Saturday,Q3,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,7
Wilson-Myers,Tech,AI Product Manager,Mid,Internship,2025-05-08,Large,Lake Jeffreymouth,Andorra,103079.0,119522.0,111300.5,2025,May,Thursday,Q2,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5
Morton-Simpson,Finance,Data Scientist,Entry,Full-time,2024-07-26,Large,Davidmouth,Japan,113860.0,151781.0,132820.5,2024,July,Friday,Q3,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,7
Nguyen LLC,E-commerce,Data Analyst,Senior,Full-time,2024-12-14,Startup,South Nathan,Nicaragua,74945.0,103128.0,89036.5,2024,December,Saturday,Q4,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,7
Combs Inc,Healthcare,ML Engineer,Senior,Full-time,2023-12-13,Large,Susanshire,Timor-Leste,92486.0,179935.0,136210.5,2023,December,Wednesday,Q4,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,8
Ferguson and Sons,Healthcare,Data Scientist,Entry,Remote,2024-09-23,Large,West Coryburgh,Sierra Leone,106180.0,184308.0,145244.0,2024,September,Monday,Q3,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,6
Cook Group,Automotive,AI Researcher,Mid,Remote,2024-06-09,Mid,East Rodney,Dominica,132233.0,160821.0,146527.0,2024,June,Sunday,Q2,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,8
"White, Weber and Terry",Education,ML Engineer,Senior,Internship,2024-07-26,Startup,Jessicabury,Germany,91241.0,125804.0,108522.5,2024,July,Friday,Q3,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,8
Le-Brown,Finance,Computer Vision Engineer,Senior,Full-time,2024-04-27,Startup,Jonesmouth,Guatemala,110000.0,185537.0,147768.5,2024,April,Saturday,Q2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,5
"Boyd, Cochran and Golden",Education,ML Engineer,Mid,Internship,2024-10-21,Mid,South Kaitlyn,Moldova,52748.0,92984.0,72866.0,2024,October,Monday,Q4,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,9
"Warren, Kirby and Thomas",Tech,ML Engineer,Entry,Remote,2024-08-22,Mid,Dennisstad,Guinea-Bissau,96779.0,134713.0,115746.0,2024,August,Thursday,Q3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3
Berry LLC,Automotive,AI Product Manager,Mid,Remote,2024-07-17,Startup,Mahoneyshire,Colombia,104125.0,191894.0,148009.5,2024,July,Wednesday,Q3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,6
"Walker, Brown and Monroe",E-commerce,Data Scientist,Senior,Contract,2023-11-28,Mid,Jadefort,Belarus,69252.0,109380.0,89316.0,2023,November,Tuesday,Q4,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,8
Armstrong-Clark,Education,Quant Researcher,Entry,Full-time,2024-05-21,Mid,Reidfurt,Myanmar,111030.0,208765.0,159897.5,2024,May,Tuesday,Q2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4
Hall-Gill,Education,AI Product Manager,Senior,Remote,2025-01-12,Startup,Scottberg,Kyrgyzstan,41699.0,59726.0,50712.5,2025,January,Sunday,Q1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,4
"Riley, Rasmussen and Baker",E-commerce,Data Scientist,Entry,Contract,2024-08-14,Large,Atkinsstad,Afghanistan,106640.0,124170.0,115405.0,2024,August,Wednesday,Q3,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,6
Martinez and Sons,Automotive,Computer Vision Engineer,Entry,Contract,2025-06-02,Large,Kennethshire,Croatia,100995.0,196234.0,148614.5,2025,June,Monday,Q2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,4
Hernandez Inc,Retail,Data Analyst,Mid,Remote,2024-03-20,Startup,Rileyside,Iceland,45889.0,122997.0,84443.0,2024,March,Wednesday,Q1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5
Moore-Ramirez,Finance,Data Analyst,Entry,Remote,2024-03-29,Large,Kimberlyfort,Dominican Republic,143526.0,170125.0,156825.5,2024,March,Friday,Q1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,7
Duran-Rangel,Retail,NLP Engineer,Mid,Full-time,2025-05-07,Large,North Lindsey,Canada,50742.0,114775.0,82758.5,2025,May,Wednesday,Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,5
"Black, Rodriguez and Hicks",Education,NLP Engineer,Senior,Internship,2024-04-27,Mid,Jerrychester,Georgia,92504.0,103546.0,98025.0,2024,April,Saturday,Q2,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,5
Wilson PLC,Tech,NLP Engineer,Senior,Full-time,2023-12-20,Mid,Allenfurt,Romania,140645.0,172949.0,156797.0,2023,December,Wednesday,Q4,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,7
"Hines, Castillo and Patterson",Tech,Computer Vision Engineer,Senior,Full-time,2023-10-04,Mid,Andrewhaven,Croatia,67314.0,88216.0,77765.0,2023,October,Wednesday,Q4,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,5
Mitchell-Rivera,Education,Data Scientist,Mid,Internship,2025-02-19,Startup,Collinsside,Uzbekistan,116027.0,190410.0,153218.5,2025,February,Wednesday,Q1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1,0,0,1,9
"Williams, Mcdonald and Martin",Education,ML Engineer,Mid,Internship,2025-03-18,Large,Lake Melindabury,Eritrea,55995.0,137734.0,96864.5,2025,March,Tuesday,Q1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,4
Lee PLC,Finance,ML Engineer,Entry,Contract,2025-09-01,Startup,Cliffordview,Iceland,79142.0,150174.0,114658.0,2025,September,Monday,Q3,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,4
Wright Inc,E-commerce,Data Analyst,Entry,Internship,2024-01-27,Mid,Port Carrie,Montenegro,49729.0,93113.0,71421.0,2024,January,Saturday,Q1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,6
Townsend Inc,Education,ML Engineer,Mid,Remote,2024-08-21,Large,Cooperstad,Colombia,133127.0,147369.0,140248.0,2024,August,Wednesday,Q3,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,6
Valentine-Hodge,Healthcare,AI Researcher,Entry,Contract,2025-04-08,Large,Jasonborough,Congo,64534.0,127901.0,96217.5,2025,April,Tuesday,Q2,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,7
Scott-Jackson,Healthcare,Data Analyst,Mid,Full-time,2023-12-25,Startup,East Tyler,North Korea,100195.0,144148.0,122171.5,2023,December,Monday,Q4,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,6
Austin Group,Finance,Data Analyst,Entry,Full-time,2023-09-22,Startup,Caseychester,Saudi Arabia,65884.0,114586.0,90235.0,2023,September,Friday,Q3,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
Garza-Gilbert,Education,Data Scientist,Mid,Contract,2023-11-24,Large,Robertbury,Croatia,110008.0,207656.0,158832.0,2023,November,Friday,Q4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,6
Nichols-Cook,Retail,AI Product Manager,Entry,Internship,2024-09-10,Startup,Stevenshire,Uganda,141080.0,176268.0,158674.0,2024,September,Tuesday,Q3,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,1,0,0,7
Thompson-Powell,Healthcare,NLP Engineer,Mid,Full-time,2024-08-27,Mid,Katherinebury,Philippines,98451.0,116247.0,107349.0,2024,August,Tuesday,Q3,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,6
Sawyer-Cooper,E-commerce,AI Product Manager,Entry,Remote,2024-03-07,Startup,Lake Daisyfurt,Monaco,92936.0,189944.0,141440.0,2024,March,Thursday,Q1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,6
"Ray, Torres and Cortez",Automotive,AI Product Manager,Senior,Internship,2025-08-19,Mid,Silvastad,Liechtenstein,95352.0,123255.0,109303.5,2025,August,Tuesday,Q3,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,5
Stokes-Cameron,E-commerce,Quant Researcher,Mid,Contract,2025-04-01,Startup,Perrymouth,Bulgaria,58077.0,99999.0,79038.0,2025,April,Tuesday,Q2,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,7
Hudson-Robertson,Finance,Data Analyst,Mid,Remote,2024-07-21,Large,Port Kristin,Lebanon,124312.0,151418.0,137865.0,2024,July,Sunday,Q3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,4
Carter-Jimenez,Healthcare,NLP Engineer,Senior,Remote,2024-07-19,Large,South Jenniferton,Kyrgyzstan,93786.0,129779.0,111782.5,2024,July,Friday,Q3,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,6
Freeman-Reyes,Tech,Computer Vision Engineer,Mid,Internship,2024-01-14,Large,Janetmouth,Venezuela,110572.0,124509.0,117540.5,2024,January,Sunday,Q1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,7
"Hicks, Webb and Krueger",Finance,Data Analyst,Entry,Full-time,2024-11-30,Large,Jessicaborough,Canada,51641.0,93894.0,72767.5,2024,November,Saturday,Q4,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,7
"Cannon, Martin and Watson",Tech,NLP Engineer,Senior,Full-time,2024-03-08,Large,South Debra,Andorra,51700.0,88420.0,70060.0,2024,March,Friday,Q1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,8
Blevins PLC,Automotive,ML Engineer,Entry,Internship,2023-12-03,Startup,Jeremyland,Australia,116899.0,150888.0,133893.5,2023,December,Sunday,Q4,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,5
"Butler, Brown and Thomas",Automotive,Data Analyst,Mid,Remote,2025-08-08,Large,Evelynhaven,China,81196.0,159549.0,120372.5,2025,August,Friday,Q3,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,6
Ellis Inc,Healthcare,Quant Researcher,Entry,Internship,2024-06-08,Large,Susantown,United Kingdom,59030.0,80182.0,69606.0,2024,June,Saturday,Q2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,7
Lindsey Ltd,Education,Quant Researcher,Entry,Contract,2024-07-30,Mid,New Shaun,Benin,64001.0,154291.0,109146.0,2024,July,Tuesday,Q3,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,7
Wu Ltd,Healthcare,Quant Researcher,Mid,Full-time,2024-03-24,Startup,East Christinachester,Bolivia,107796.0,134517.0,121156.5,2024,March,Sunday,Q1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,9
Ruiz-Payne,Tech,Data Scientist,Entry,Remote,2024-08-01,Large,East Christopherberg,Benin,71884.0,105313.0,88598.5,2024,August,Thursday,Q3,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4
Stewart Group,Tech,Data Scientist,Senior,Full-time,2025-01-05,Large,Jefferymouth,Kuwait,147074.0,174771.0,160922.5,2025,January,Sunday,Q1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,7
"Adams, Finley and Perez",Tech,AI Product Manager,Mid,Full-time,2025-08-13,Large,Downsland,Taiwan,92572.0,114371.0,103471.5,2025,August,Wednesday,Q3,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,8
Ponce-Brewer,Education,AI Product Manager,Mid,Remote,2025-03-23,Mid,Daymouth,North Macedonia,102870.0,113156.0,108013.0,2025,March,Sunday,Q1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4
Strickland-Gray,Tech,NLP Engineer,Mid,Internship,2024-04-17,Mid,Taylorport,Vanuatu,120347.0,143612.0,131979.5,2024,April,Wednesday,Q2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,8
Mckee PLC,E-commerce,Data Scientist,Senior,Internship,2023-12-27,Startup,Danielletown,Marshall Islands,75231.0,145702.0,110466.5,2023,December,Wednesday,Q4,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,7
Keith Inc,Healthcare,Data Scientist,Senior,Internship,2025-02-23,Large,Lake Robert,Tunisia,58470.0,121970.0,90220.0,2025,February,Sunday,Q1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,5
Willis-Olson,Automotive,NLP Engineer,Entry,Full-time,2025-08-28,Mid,North Aaronberg,Montenegro,106459.0,135097.0,120778.0,2025,August,Thursday,Q3,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,5
"Roberts, Gill and Williams",Tech,ML Engineer,Mid,Remote,2025-05-31,Large,Lake Scottbury,Lebanon,122945.0,203527.0,163236.0,2025,May,Saturday,Q2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,1,7
Johnson LLC,Education,Data Analyst,Mid,Internship,2024-03-09,Startup,New Richard,Haiti,124091.0,191684.0,157887.5,2024,March,Saturday,Q1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,8
"Houston, Ponce and Pennington",Automotive,Computer Vision Engineer,Senior,Full-time,2024-03-19,Startup,Lake Jamesside,Dominica,137315.0,197039.0,167177.0,2024,March,Tuesday,Q1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,7
